ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone2Number,Phone2Name,Phone3Number,Phone3Name,Phone4Number,Phone4Name,Phone5Number,Phone5Description,PhoneFax,PhoneTTY,PhoneTollFree,PhoneNumberHotline,PhoneNumberBusinessLine,PhoneNumberOutOfArea,PhoneNumberAfterHours,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers
372018,Washington Volunteer Readers for the Blind,WVRB,,Agency,Washington Volunteer Readers for the Blind,0,DCAP,Volunteer Readers For The Blind,901 G St Nw,Room 215,Washington,DC,20001,United States,"901 G Street, NW",Martin Luther King Library/Room 215,Washington,District Of Columbia,DC,20001,United States,,,,,,,United States,38.908569,-77.017972,"10:00 am -Noon, Monday, Wednesday, Friday                                                                                                   ",(202) 727-2142,Main Number                             ,,,,,,,(202) 727-2145,TTY/TDD Number                          ,(202) 727-1129,,,,,,,,,Active,,"Provides tape recordings or in-person reading of books, periodicals, and other printed materials for the blind and physically disabled. <br />",372018,,,,Mrs. Jean Jones                    ,President                          ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,6/22/99 0:00,8/15/11 16:19,,,
372785,Washington Volunteer Readers for the Blind - Taping Services,WVRB,,Program,Washington Volunteer Readers for the Blind,372018,DCAP,Washington Volunteer Readers For The Blind,901 G St Nw,Room 215,Washington,DC,20001,United States,"901 G Street, NW",Martin Luther King Library/Room 215,Washington,District Of Columbia,DC,20001,United States,,,,,DC,,United States,38.908569,-77.017972,"10:00 am - Noon, Monday, Wednesday, Friday",(202) 727-2142,Main Number,,,,,,,(202) 727-2145,TTY/TDD Number,(202) 727-1129,,,,,,,,,Active,,"Provides tape recordings or in-person readings of books, periodicals, and other printed materials for the blind and physically disabled. In-person reading of personal correspondence for bank statements, bills, and other items is provided in complete confi",372785,District of Columbia,,"Individuals with a visual, physically disability, dyslexia, or a learning disability, and organizations that need taped materials to serve the blind and physically handicapped",Grace Lyons,Librarian,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,No Fee,"Telephone, By Appointment, Walk-In (ask for the WVRB Volunteer Coordinator)",,,"TDD, American Sign Language",,,,,,,6/22/99 0:00,12/09/2011 15:09,,,
373806,WCDC - Accreditation Scholarship Fund and Technical Assistance,"ECEA, OECD, Office of Early Childhood Development, Washington Child Development",,Program,Washington Child Development Council (WCDC),371997,DCAP,Washington Child Development Council Molly Casey,"1420 Sixteenth Street, NW",Suite 715,Washington,DC,20036,United States,"1420 Sixteenth Street, NW",Suite 715,Washington,District Of Columbia,DC,20036,United States,,,,,DC,,United States,38.906704,-77.041912,"8:30 am - 5:30 pm, Monday - Friday",(202) 387-0002,Main Number,,,,,,,,,(202) 387-0411,,,,,,,,www.wcdconline.org,Active,,Provides funding and assistance to early childhood programs in the District of Columbia interested in pursuing accreditation.<br /><br />Home visits: Shaw/Logan Circle      ,373806,District of Columbia,,,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,,"Telephone, Email",,,"Spanish, English",,,,,,,7/26/02 0:00,12/09/2011 15:10,,,
372854,WCDC - Child Care Resource and Referral Service,"ECEA, OECD, Office of Early Childhood Development, Washington Child Development",,Program,Washington Child Development Council (WCDC),371997,DCAP,Washington Child Development Council Child Care Resource And Referral,"1420 Sixteenth Street, NW",Suite 715,Washington,DC,20036,United States,"1420 Sixteenth Street, NW",Suite 715,Washington,District Of Columbia,DC,20036,United States,,,,,DC,,United States,38.906704,-77.041912,"8:30 am - 5:30 pm, Monday - Friday",(202) 387-0002,Resource & Referral Telephone Line,,,,,,,,,(202) 387-0411,,,,,,,,www.wcdconline.org,Active,,"Assists families locate licensed childcare facilities in the District by proving referral information by telephone, fax, or mail.  Provides referral information for those seeking placement of their children in child care centers, infant care centers, fami",372854,District of Columbia,,None,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,No Fee,Telephone,,,"English, Spanish",,,,Washington Child Development Council (WCDS) operates the District of Columbia Child Care Resource and Referral Service on behalf of the Office of Early Childhood Development.,9/28/10 0:00,01/01/2000 00:00,6/30/99 0:00,12/09/2011 15:06,,,
373804,WCDC - I am Your Child Campaign,"ECEA, OECD, Office of Early Childhood Development, Washington Child Development",,Program,Washington Child Development Council (WCDC),371997,DCAP,Washington Child Development Council Sara Fritel,"1420 Sixteenth Street, NW",Suite 715,Washington,DC,20036,United States,"1420 Sixteenth Street, NW",Suite 715,Washington,District Of Columbia,DC,20036,United States,,,,,DC,,United States,38.906704,-77.041912,"8:30 am - 5:30 pm, Monday - Friday",(202) 387-0002,Main Number,,,,,,,,,(202) 387-0411,,,,,,,,www.wcdconline.org,Active,,"Focuses on ensuring the healthy development of young children by connecting parents and caregivers to parenting workshops, health services, child care services, and other resources on child development.",373804,District of Columbia,,Caregivers of children ages 0 - 6,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,"Telephone, Email",,,"Spanish, English",,,,,,,7/26/02 0:00,12/09/2011 15:03,,,
373805,WCDC - Prospective Family Child Care Recruitment and Training,"ECEA, OECD, Office of Early Childhood Development, Washington Child Development",,Program,Washington Child Development Council (WCDC),371997,DCAP,Washington Child Development Council Sara Sehbai,"1420 Sixteenth Street, NW",Suite 715,Washington,DC,20036,United States,"1420 Sixteenth Street, NW",Suite 715,Washington,District Of Columbia,DC,20036,United States,,,,,,,United States,38.906704,-77.041912,"8:30 am - 5:30 pm, Monday - Friday",(202) 387-0002,Intake Number,,,,,,,,,(202) 387-0411,,,,,,,,www.wcdconline.org,Active,,"Provides training, funding, mentoring, and technical assistance to persons interested in becoming licensed family child care home providers.<br /><br />Home visits: Logan Circle           ",373805,District of Columbia,,,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,Funding/Grant Opportunities,"Telephone, Email",,,"Spanish, English",,,,,,,7/26/02 0:00,8/22/11 12:53,,,
371967,Whitman-Walker Clinic,,,Agency,Whitman-Walker Clinic,0,DCAP,Whitman Walker Clinic,1407 S Street  Nw,,Washington,DC,20009,United States,"1407 S Street, NW",,Washington,-1,DC,20009,United States,,,,,-1,,United States,38.9174,-77.0357,"9:00 am - 5:00 pm, Monday - Friday (Administrative);Open 24-Hours (Hotline)                                                                 ",(202) 797-3500,Main Number                             ,(877) 939-2437,,(202) 332-2437,DC Aids Information Hotline             ,(202) 328-0697,Spanish DC Aids Information Hotline     ,(202) 797-3547,TTY/TDD Number                          ,(202) 797-3504,,,,,,,,http://www.wwc.org,Active,,"Our mission is to be the highest quality, culturally competent community health center serving greater Washingtons diverse urban community, including individuals who face barriers to accessing care, and with a special expertise in LGBT and HIV care.",371967,,,,A. Cornelius Baker                 ,Executive Director                 ,,,Cindy Mccabe,,cmccabe@wwc.org,202-797-3500,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,,,,"Provides community-based HIV and AIDS services in the DC metropolitan area.  Provides health care and supportive services to gay men, bisexuals, lesbians, and the transgender community.  Offers extensive education and outreach programs to stop the spread ",
372705,Whitman-Walker Clinic - Day Treatment Centers,,,Program,Whitman-Walker Clinic,371967,DCAP,Whitman Walker Clinic Inc Day Treatment Centers,1701 14th Street NW,,Washington,DC,20009,United States,"1701 14th Street, NW",,Washington,-1,DC,20009,United States,,,,,-1,,United States,38.9174,-77.0357,"9:00 am - 6:00 pm, Monday - Friday",(202) 797-4446,Intake Number,(202) 678-8877,Max Robinson Center for Health & Living,(202) 797-4446,Austin Center for Health & Living,,,(202) 797-3547,TTY/TDD Number,(202) 797-3531,,,,,,,,www.wwc.org,Active,,"Provides comprehensive day treatment where clients can receive medical and nursing care, counseling, socialization, and other services. Also offers daily nutritionally balanced meals and transportation. Services are provided at the Austin Center for healt",372705,District of Columbia,,"Ages 18 and older, have a primary diagnosis of HIV/AIDS, be free from communicable tuberculosis, and have DC Medicaid (some exceptions will be made)",Don Blanchon,Executive Director,,,Cindy Mccabe,,cmccabe@wwc.org,,,,None or unknown,,,,None or unknown,,No,No,,,Public Transportation               ,,Sliding Scale,"Telephone, By Appointment, Walk-In (to access services schedule an appointment with an Access Counselor)",,,English,,,,,,,,,,"Key Contact for Answers, Please!  Cindy Vordenbaum, MSW, Planning Uitlization Managment  Telephone:  (202) 797-3567  Fax:  (202) 797-3504  1407 S St., NW   Washington, DC 20009",
372704,Whitman-Walker Clinic - Elizabeth Taylor Medical Center,,,Program,Whitman-Walker Clinic,371967,DCAP,Whitman-Walker Clinic - Elizabeth Taylor Medi,1701 14Th Street Nw,,Washington,DC,20009,United States,"1701 14Th Street, NW",,Washington,District Of Columbia,DC,20009,United States,,,,,DC,,United States,38.9174,-77.0357,"8:00 am - 8:00 pm, Monday - Thursday, 8:00 am -5:00 pm, Friday",(202) 745-7000,Main Number,,,,,,,(202) 797-3547,TTY/TDD Number,(202) 745-0238,,,,,,,,http://www.wwc.org,Active,,"Offers comprehensive medical evaluations, ongoing primary medical care, and treatments for HIV disease and related illnesses.  Provides a dental, eye, Pentamidine (pneumocystis pneumonia), and Hepatitis B clinic.  Also operates a pharmacy and offers HIV t",372704,District of Columbia,,,,,board@wwc.org,,,,,,,,None or unknown,,,,None or unknown,,No,No,Adams/Morgan           ,,Transportation Available: 1                      ,,"Sliding Scale, Insurance (accepts Medicaid, Medicare, and is an enrollment site for DC Healthcare Alliance)","Telephone, By Appointment, Walk-In (to access services schedule an appointment with an access counselor)",,,"English, Spanish, TDD",,,,,,,6/18/99 0:00,12/09/2011 15:00,,"Key Contact for Answers, Please!  Cindy Vordenbaum, MSW, Planning Uitlization Managment  Telephone:  (202) 797-3567  Fax:  (202) 797-3504  1407 S St. ,NW Washington, DC 20009",
373012,Whitman-Walker Clinic - Fleming-Morgan Access Center,,,Program,Whitman-Walker Clinic,371967,DCAP,Whitman-Walker Clinic The Fleming-Morgan Access Ctr,1701 14Th Street Nw,,Washington,DC,20009,United States,"1701 14Th Street, NW",,Washington,-1,DC,20009,United States,,,,,-1,,United States,38.9174,-77.0357,"9:00 am - 6:00 pm, Monday - Friday; Open 24 hours (Hotline)",,Intake Number,(877) 939-2437,DC Aids Information Hotline,(202) 328-0697,Spanish DC Aids Information Hotline,,,(202) 797-3540,TTY/TDD Number,(202) 797-3504,,,,,,,cmccabe@wwc.org,http://www.wwc.org,Inactive,,"Provides access to the network of services at the Whitman Walker Clinic. Counselors help identify the programs and services needed and develop a plan of care for persons who are HIV-positive, their families, and loved ones. Home visits: Cardozo/Shaw ",373012,District of Columbia,,Persons who are HIV-positive,Cornelius Baker,Executive Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,"No Fee, Sliding Scale, Insurance (accepts Medicaid, Medicare, and is an enrollment site for DC Healthcare Alliance)",By Appointment Only (must meet with Access Counselor prior to receiving services at Whitman Walker),,,"English, Spanish,  American Sign Language, TDD",,,,,2/25/11 0:00,2/25/12 0:00,,,,,
372707,Whitman-Walker Clinic - Food Bank,,,Program,Whitman-Walker Clinic,371967,DCAP,Whitman Walker Clinic Inc Food Bank,1407 S St,,Washington,DC,20009,United States,"1816 14Th Street, NW",,Washington,-1,DC,20009,United States,,,,,-1,,United States,38.9174,-77.0357,"7:00 pm - 8:30 pm, Monday, Tuesday, Thursday; Noon -2:00 pm, Wednesday; 10:00 am - Noon, Saturday",(202) 797-3555,Intake Number,,,,,,,(202) 797-3547,TTY/TDD Number,(202) 797-3504,,,,,,,cmccabe@wwc.org,http://www.wwc.org,Inactive,,"Provides free food, nutritional supplements, and nutritional education to individuals who are living with HIV/AIDS in the Washington metropolitan area. Home visits: Adams/Morgan ",372707,District of Columbia,,Persons living with HIV/AIDS,A. Cornelius Baker,Executive Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,1,,Transportation Available: 1                      ,,No Fee,"Telephone, By Appointment",,,"English, Spanish, TDD",,,,,2/25/11 0:00,2/25/12 0:00,,,,"Key Contact for Answers, Please!  Cindy Vordenbaum, MSW, Planning Uitlization Managment  Telephone:  (202) 797-3567    Fax:  (202) 797-3504",
372690,Whitman-Walker Clinic - HIV Counseling and Testing Program,,,Program,Whitman-Walker Clinic,371967,DCAP,Whitman Walker Clinic Inc Hiv/Aids Program,1701 14th St. NW ,,Washington,DC,20009,United States,1701 14th St. NW,,Washington,District Of Columbia,DC,20009,United States,,,,,-1,,United States,38.9174,-77.0357,"9:00 am - 5:00 pm, Tuesday, Thursday and Friday; 9:00am-6:00pm Monday and Wednesday",(202) 745-7000,Intake Number,,Spanish Intake Number,(202) 678-8877,Max Robinson Center,,DC Aids Information Hotline,,TTY/TDD Number,(202) 797-3504,,,,,,,mdavies@wwc.org,http://www.wwc.org,Active,,Providesconfidential testing for HIV Monday-Friday on a walk-in basis. No appointment is needed.Testing is available using OraQuick Advance testat the Elizabeth Taylor Medical Center and at the Max Robinson Center. ,372690,DC Metro Area,,,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No, ,,Transportation Available: 1                      ,,HIV testing is free of charge but donations are suggested, Walk-In,,,"English, Spanish, TDD",,,,,,,,12/09/2011 14:57,,"Key Contact for Answers, Please!  Cindy Vordenbaum, MSW, Planning Uitlization Managment  Telephone:  (202) 797-3567  Fax:  (202) 797-3504  1407 S St. ,NW Washington, DC 20009",
373694,Whitman-Walker Clinic - Lambda Center,,,Program,Whitman-Walker Clinic,371967,DCAP,Whitman-Walker Clinic Lambda Center,4228 Wisconsin Avenue  Nw,,Washington,DC,20016,United States,"4228 Wisconsin Avenue, NW",,Washington,-1,DC,20016,United States,,,,,-1,,United States,38.940278,-77.088756,Open 24 hours (Telephone),(202) 965-8434,Intake Number,(877) 252-6232,Toll-Free Number,,,,,,,(202) 797-1492,,,,,,,cmccabe@wwc.org,http://www.thelambdacenter.com,Inactive,,"Operates as a partnership between Whitman-Walker Clinic and the Psychiatric Institute of Washington. Offers a variety of behavioral health programs specifically designed for the gay, lesbian, bisexual, and transgender communities. Provides inpatient and o",373694,DC Metro Area,,"Anyone can call who is concerned about the well-being of someone who identifies as gay, lesbian, bisexual or transgender",Cornelius Baker,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,"Sliding Scale, Insurance (Medicare, Medicaid)",Telephone,,,,,,,,2/25/11 0:00,2/25/12 0:00,,,,,
